Pclass,Age,SibSp,Parch,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Embarked_unknown,Survived
2.944056271110159,29.936956073563714,0.8181426882669497,-0.2140206150222193,0,1,0,0,1,0.024846020511475303,0
3.2691923665050515,33.65594713818187,0.200650166965774,-0.20210637820598634,0,1,0,0,1,-0.02586769441854424,0
2.023888683915075,29.021779143436174,0.3416171253535815,0.1785611272422179,1,0,0,0,1,-0.04586080412997043,1
2.02881477837469,27.176449269371414,-0.013038788180128692,-0.007017180099698635,0,1,0,0,1,0.1877394376211282,0
2.2454210547348437,31.195581383052648,0.03801390773760673,-0.23385018824054427,1,0,0,0,1,0.12030836713266371,1
1.0640044991840583,21.252500385678854,0.059399218152793136,0.18229394292246007,1,0,0,0,1,0.3505513138487972,1
2.7866576234650258,35.78064101578308,-0.013198480005869288,-0.27455444090479464,0,1,0,0,1,-0.028564224748647806,0
1.6999306569030974,26.108499467141147,-0.27002188749092804,-0.012055643439307725,1,0,0,0,1,-0.16965221058291258,1
2.7723747118374398,0.7571075870015145,2.9073854591484674,1.9835575965126764,1,0,0,0,1,0.010315909923006213,1
1.7049154367814596,37.60225468432097,0.7293688456592143,0.24501084633054304,0,1,0,0,1,0.039246721573928944,0
2.7496702701719165,28.952801812939327,0.05408284325975902,0.06568913307439922,0,1,0,0,1,0.43330263050250334,0
1.8639253921989218,40.1299301359492,0.1757461190744198,-0.2548374970984945,0,1,0,0,1,0.1728139341792148,0
1.861632257210656,16.77081111550219,-0.07202072461228044,-0.021781716541147175,0,1,0,0,1,-0.20002856125361826,0
2.6759898921025322,17.006649906894776,-0.040230899571769924,0.09810119812074455,0,1,0,0,1,-0.0932132513899514,0
2.8401587384552434,25.107451029154944,0.041472688976874506,0.03370581569533977,0,1,0,0,1,-0.20252109192932422,0
2.820751968927993,23.726393375635414,-0.28373683269631905,0.007938960422367476,0,1,0,0,1,-0.2997266910123095,0
3.1274782424652146,38.89672827811672,0.23313341599585888,0.02578705645986828,0,1,0,0,1,-0.14839984999995268,0
2.8462153201712903,29.755342868046124,-0.06424600113441872,0.11881507459229337,0,1,0,0,1,-0.11021642510162429,0
2.7938942141135423,34.848219637734,0.9238348918942751,0.006841051098618313,0,1,0,0,1,-0.32288236796798264,0
3.3048104307223203,24.96968364444759,1.0651907660156772,-0.20898254584131648,0,1,0,0,1,0.21054303868801905,0
3.109874547862559,18.019255863289654,0.19560365290697368,-0.31464180172226747,0,1,0,0,1,-0.012020429326120092,0
