Pclass,Age,SibSp,Parch,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Embarked_unknown,Survived
2.094185573224974,33.63059112724806,4.938272653055915,2.989987057453808,0,1,1,1,1,2.102316220918715,0
6.768195771784523,26.270388759300292,-3.1426486522051045,0.011721363626139005,1,0,0,0,1,4.344633004255377,0
7.298269484028394,18.122219847341043,7.692458105238825,-5.715738643544785,1,1,1,1,0,2.3432947789032084,0
-2.3108548855649866,11.081908952518582,-3.822714586285471,-5.624429653795746,1,1,1,0,1,0.4602274209094298,0
5.058661506322217,27.982520383985197,1.7816292865413268,-7.321767501369144,0,1,1,1,0,-1.321295782702822,0
1.6404181252792671,27.237632824135062,1.7563509475776333,-1.3887704655386717,1,0,1,1,1,1.8150272109293606,1
1.6405957919239755,14.92801577596995,5.253546675877387,-4.416228121201197,0,0,1,1,1,-1.9915445881151652,0
1.5433860549097373,25.83133091085595,3.8561877641745985,-5.0590208261031515,1,0,1,0,0,6.404443048901825,1
0.1375891224734116,27.119808671456745,0.9481865168269875,-3.3977217369273505,1,1,0,1,0,1.017208056916462,0
1.2500440406902906,48.045735829635085,4.5091588569494245,1.4073665928950658,1,0,0,1,1,0.07990209785750266,1
3.7705752435031297,16.383923355622805,0.02648851695389782,-2.340377249295484,1,0,1,1,1,-6.748365963074992,1
4.103946566170087,17.804029967556136,-10.479237082987673,-1.7528329888203793,0,0,0,1,1,-3.866418567782014,0
2.5505586299645078,26.715818398613155,-0.42711815478962545,-1.6761969110277481,0,1,0,1,1,-0.08677002620500958,0
1.610906402022776,20.78906046341089,-1.2520715281208465,-1.6837775760183638,0,1,0,0,0,4.206185096129761,0
2.1446098757154544,20.210850674378598,-4.946101707821558,5.625909168185071,0,1,1,1,1,0.5387777837408946,0
1.4127088104006174,24.879818524766062,-0.11754805984692135,10.558221549606126,0,1,0,0,1,-2.0216015646358394,1
14.22837871036865,19.40920872800071,5.675406858235272,6.56848279777789,1,0,1,1,1,5.664147405461436,1
-5.036934525117459,32.74763823937719,-2.0379904177823653,-4.340027617569711,0,0,0,0,1,-6.0410061006330755,0
-2.188304758552321,38.157294826902344,3.7618043794321077,0.553372835534703,1,0,0,1,0,-1.0028668599494275,1
-0.44762740538315615,-2.7548875402600737,9.692452934304956,4.776723541916272,1,0,0,1,0,9.1938372020782,0
0.15031370972841662,37.827397225997366,-2.4518850708410085,4.708417454369475,0,1,1,0,0,5.60159811596155,0
0.4556651203321862,27.146911923586725,-2.9429612685809863,6.371491686814874,1,1,1,1,1,0.9416568599953605,0
1.6822047033636967,25.654632971587844,5.60734176970117,-0.629002092747689,0,0,1,0,0,0.9744071373513,0
-1.2140342287296333,66.61512745508085,0.7774124327288872,-2.647624715698631,0,0,0,0,0,6.562548203114221,0
-1.429619250433496,29.86536601217326,1.1100677119753701,-1.905265331983877,0,0,1,0,0,6.873598535122823,1
9.697144277573482,13.299952688310777,5.14805514432976,-1.1113804405271674,1,0,1,0,1,2.5977291406703675,0
