Pclass,Age,SibSp,Parch,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Embarked_unknown,Survived
2.5233956700858577,25.699568099579942,-0.6206786563092246,0.3730620345241179,0,0,0,1,1,0,0
1.7429738253123293,7.594144521973355,4.4353071801984685,0.820027175636328,1,0,0,0,1,0,0
2.4035161083704315,30.10923764355823,-0.9810064499505518,0.3284091500382222,1,1,1,0,1,1,1
3.7238080984637514,22.440399545446784,1.9845105833230232,1.0088348748744325,0,0,0,1,0,1,0
1.4244534460476719,33.076938013500126,-1.9101613020433768,-1.9016647748579047,1,1,1,1,1,0,1
2.806087578906386,45.92613335543654,0.8337020475023019,-1.4441111253000982,0,1,0,0,1,1,0
0.7589568849408552,33.42314954049958,-0.8543997887848791,-1.104021129239796,1,0,1,0,1,1,0
-0.5629941838790433,37.85055994276782,1.4301153160275766,-0.25287810762261476,1,0,1,1,0,0,1
2.2873535289389313,30.758194427997125,1.727163769960687,0.18754986020257725,1,1,0,0,0,0,1
5.928506203904895,20.45727776971436,0.005108657354024278,-0.8331470307587288,0,1,1,1,1,1,0
2.266800882651813,17.749234761408108,-0.3262697465709876,-1.0066349078129464,1,1,0,0,1,0,0
1.9313326880003607,40.19034523917325,6.010126762662209,-1.6597343361288204,0,0,0,0,1,0,1
2.598687626984672,32.933114612401,1.1815630139344155,-0.7818136253365064,0,1,0,0,0,1,0
3.1855332420771134,-0.08875881908812078,3.78627725140954,0.9537694014026923,0,0,0,1,1,0,1
2.5741176166736666,21.150567244632814,0.3321392476598032,-0.642825295826753,1,1,1,1,1,0,0
2.7679374365112674,35.09672861565848,1.0762913033913233,0.9496215924286374,1,0,1,1,1,0,0
0.809307583001206,46.58495794197295,2.159880870336204,0.36173572120612285,1,0,0,1,0,0,1
2.400032050519838,-0.41585337040876447,0.289829983779692,1.32365993797627,1,0,0,0,1,0,1
2.2440722132744257,49.68736485285099,-1.6178870008028667,0.15817456143231012,1,0,0,0,1,0,1
4.1719793382122505,34.567098065991495,-1.453016394968774,0.3447033251837333,1,1,0,0,0,0,0
1.8125196467851077,48.62608288262705,0.7783356854501938,2.2939882835871006,0,0,1,0,1,0,0
2.384380576489116,19.034569754643996,2.6242799648977044,1.2619367138416688,0,1,1,0,1,0,0
1.9750966633267055,2.7905096477102367,-1.129394042211934,1.272222815073524,0,0,0,0,1,0,1
2.3870109961178323,15.941084669357881,-0.4271047346810129,1.3306630129289967,1,1,0,0,0,1,0
5.723037234433666,28.15306163599654,1.4919626428521764,-0.035141872662301996,0,1,0,0,1,0,0
4.125646286729014,22.489507438174563,0.8507354403981787,2.7251761564468975,0,0,0,0,1,1,0
4.5539979302329465,32.4684806457305,-1.3286055882606365,1.341010629725844,0,1,0,0,1,0,0
2.01416213514174,19.305773290510754,-1.953598076159766,-0.23695778579173638,0,0,0,0,0,0,0
3.1872523382517537,23.619094988009753,-1.0155812163017488,-1.195548980801508,0,1,0,0,1,0,0
1.1267770063428841,33.519169719140365,-2.0431272468450077,1.4630150652373637,1,1,1,0,0,0,0
1.275975792564928,31.582719548964317,0.4781155007222458,0.5301261358172343,0,1,0,0,0,1,0
-0.17314553643265151,47.105366397506714,2.33936650330519,-0.9554632033506516,1,0,0,0,0,1,1
0.925664290307556,35.21841595487883,-2.234983121277172,-0.9386930656247526,1,1,1,1,1,0,1
1.8144777668183676,28.729993820957812,-0.06914538858508551,-0.5526908127777879,0,1,1,0,0,1,1
1.3715038420588226,18.906517488327736,0.07890954735281856,1.4256744349952568,1,1,0,0,1,0,1
1.2487922023732683,19.45992605474852,1.0344045368778634,0.47969777547297776,0,1,0,0,1,1,0
2.3557652868973675,27.143718125987213,-1.939251006168025,-0.1953015186846943,0,1,0,0,0,0,0
2.422584336586284,17.5540846940476,-0.5510380923589637,-0.5331996134707955,0,1,0,0,1,0,0
2.294955087716362,23.591515270699606,0.613953877384024,0.020296753306094435,1,0,0,0,1,1,0
3.159692673977754,20.89202759797684,-1.8415897327293802,0.1535018843323047,0,0,0,0,0,0,0
0.9869759799746398,28.831007909695337,0.47620821947975134,2.7607965759229924,0,0,0,0,1,0,1
0.2546717023139857,27.969086357992186,1.6210650944119644,-0.09375268438682306,0,1,0,0,0,1,0
1.4119945693985163,54.24333146446212,1.5509824106190746,0.04813633270038942,0,1,0,1,0,0,0
2.985847963665057,1.8802964858862,4.362188423810467,1.157532558728953,0,0,0,0,1,0,0
4.285216261129291,25.21064668163636,0.33116090269617443,-1.0608294293235008,1,0,0,1,1,1,1
2.5175422516479085,16.175781584993764,1.0930049901870313,-0.2543745093424351,0,0,0,1,0,0,1
4.583157581171257,31.10680789544896,0.4640715306735198,-0.2025778294448585,1,1,1,0,1,0,0
0.27384313612233524,17.082939582022245,0.6427449633751057,0.5685859776434712,1,0,1,1,1,0,1
3.623631874810962,30.678483583458682,0.1670214889723485,-2.8815577941478088,0,0,1,0,1,0,0
3.1942770828909586,0.669339194580846,0.6511621654110717,3.0758625284106866,1,1,0,0,1,0,1
4.098566590383497,16.033012778004515,-0.29830488688571183,1.506332930337708,1,0,0,1,1,0,0
0.9546775804140526,27.980596301047356,-0.5230285143783884,1.0921119276585673,0,1,0,1,1,0,0
2.8141689592009995,24.430640964943088,0.5730876004603342,-0.5655110289083298,0,0,1,0,1,0,1
1.04878023490708,14.456656884692174,1.9989564289085555,-0.6175686244466414,0,0,0,1,0,0,0
2.462133257611368,28.656121658992767,0.2432214440275451,0.2900497944119448,1,0,0,0,1,0,0
5.366866735237259,28.53919181602376,1.1277374256031312,-1.0615249341769732,0,1,0,0,1,0,0
2.415311134787103,26.43753576816484,0.5765615780666258,2.095999474300538,0,1,0,0,1,0,0
4.129479678852172,17.07391626698464,1.6156297344268122,1.4597391731750329,1,1,0,1,1,0,0
4.231075423858009,34.532662753019146,-1.0131770833838918,0.03007455641956668,1,1,0,0,1,1,0
3.7674601732786512,17.417329020455092,-0.5349998659338965,-1.7308605685888891,1,0,0,1,1,1,0
2.8152970973981835,27.239256920400578,0.012814946077150492,1.285037246176208,0,1,0,0,1,0,0
-1.0313400292801438,37.85816982754797,2.494368770681346,1.2052117483504117,0,0,0,1,1,0,0
2.3408903959666327,27.036746566587453,0.3470292878272484,-1.3362808411128868,1,1,0,1,1,1,0
0.5292796065481674,39.448218858794434,0.6266604229047543,0.40285988472299056,1,0,0,1,0,1,1
-0.5034200991653597,24.680576717577594,-0.07014328024399297,0.5971918091448721,0,1,0,0,1,0,0
1.8760548219153175,31.15274483702158,2.0321652354172177,-0.5777308890710248,0,1,0,1,1,0,0
3.4306891586389177,25.33017027383676,-1.5509409233779907,1.8884187885424506,0,1,0,0,1,1,1
0.4647614378386966,39.05387808157005,-2.7354809221051264,0.4989563701104801,1,0,1,0,0,0,1
1.2433017548091116,28.20099745270624,0.5715136681405678,0.8356101997250185,0,1,1,0,1,0,0
6.020875743758386,15.279760868006951,-1.7448216241930243,-0.9461477000394092,0,1,0,1,1,0,0
3.0444926749257437,33.17358714178244,-0.7615857850616257,-4.179855427107493,1,0,0,0,1,0,1
2.931580499155139,14.850947736489147,-0.10697567287616619,0.6789893756854851,1,1,0,0,1,0,0
2.470200555291938,32.852022396409815,0.13593915287881575,-1.5563695372294915,1,1,0,0,1,1,0
1.6697056338764118,31.87333130943439,-1.5976865472006292,0.06336406180827844,0,1,0,0,0,0,1
5.220505005629597,7.3046941046926275,0.338897469760098,3.1061296080713103,1,1,0,1,1,0,1
0.8851669265676667,37.46182798531797,-0.7660483855453561,0.723637684856727,0,1,0,0,1,0,0
1.1126280333444893,17.679446137911533,0.6498801886666565,2.3255076099212655,1,0,1,0,0,1,1
5.662711003644192,25.9306335998025,-0.21508640546050697,0.6586549940171036,1,1,0,0,1,1,0
0.6311387236777601,34.197007402050744,1.112811735263442,2.6151938449528247,1,0,0,0,1,0,1
0.6599376874743397,34.02581469709142,-0.7042755676549499,-0.9599761101952211,0,1,1,0,1,1,0
3.27975496149974,19.529223522536473,0.6926811809808757,-1.2859990785531785,1,0,1,0,1,1,0
2.0674343749189754,62.47728139596807,2.5010957131011975,1.285319443849394,1,1,0,0,1,0,1
3.8102841199064925,23.385049483569624,-1.0803872772003902,0.8116521331770037,1,0,0,1,1,0,0
4.1555721007552755,16.25234083280531,-1.7415330404733533,-0.35193153056358467,1,0,0,1,0,1,0
0.056844999964976495,20.277905601574332,0.8355461095338829,0.0116854121339458,1,1,0,0,1,1,0
0.6795450807069106,1.3285455300286582,6.301632707753106,1.0056896355091705,1,1,0,1,0,0,0
3.393390783681814,37.26471028810914,-2.2624431857353184,-1.1103180649114062,1,1,0,0,0,0,0
1.8344957344692376,18.665564727255124,0.09833355671418881,-0.4611235443846401,0,1,0,1,1,0,0
4.179699677306512,35.35537448617885,0.4714130749031591,1.3578542322161486,0,1,0,1,1,1,0
4.93494567596458,24.549291114322802,0.7718276673564876,1.3243537525153282,0,0,1,0,0,0,0
4.770310593017609,31.8912960645878,1.7450153297892188,0.8579155371635123,0,1,0,0,1,0,0
-0.15932464438354765,26.05704304227032,-1.8170156362331769,0.57728936459106,1,1,1,0,1,1,0
1.5886787623121283,29.850739077011447,-1.3110670542982046,-0.45359993752725114,0,0,0,0,1,0,1
4.680132154458567,16.23257590223731,-0.8423691740878092,-0.36980664624650267,0,1,1,0,1,1,0
1.813359943542128,9.282787774867746,2.0462666032920334,3.7630856627593414,0,0,0,0,1,1,1
4.198587831087786,18.632483877178608,1.9760817450228667,-2.95032448648151,0,1,1,0,1,0,1
4.956294665024323,47.439302302400456,1.572395038633044,1.1006614720760814,1,1,0,0,0,0,1
-0.4549130759860891,35.9828395475063,-2.908592922006827,-1.7476045946050789,1,1,1,1,0,0,0
0.6713146899993003,37.70970275076013,-1.3900168681522262,1.0408383101481211,0,1,1,0,0,0,1
1.4597513988120276,23.776209536778826,-3.6903880922429746,1.9050867674768757,0,1,1,0,0,0,0
2.7069675438872585,41.064474405890586,1.7793769359757576,1.2675938295184739,1,0,0,1,0,1,0
1.657646292032891,20.68595854793034,-0.9485872158492095,-0.8214409109745291,0,1,0,0,1,0,1
5.915879255581717,42.29717217234563,-2.458135373461618,-0.08227772655170332,1,1,0,0,1,0,0
3.6003934121852255,23.618553946637554,-1.0403591698186663,-0.49661801729437643,0,0,0,1,0,0,1
3.19471043770431,16.650651382086647,0.8625173540595801,-1.5196856940260144,0,1,1,1,0,0,1
3.3719588304385173,28.124922187486998,-1.1488519264374175,-1.0587826585062543,0,1,1,0,1,0,0
1.2397184434184552,3.9692987464468157,2.4436705662483362,1.794688847286287,1,1,0,1,1,0,1
3.792201788138063,32.289384220311604,0.6337179476614451,-0.3019323004278467,0,1,0,0,1,0,0
3.8208189563973813,22.208121336079614,-0.5579916731743141,0.7827965215484844,1,1,1,0,1,0,0
2.8899948753384663,31.27657878456997,-0.5040851205239505,-1.8843782186655123,0,1,1,1,1,0,1
-0.3751496595725641,36.390739961649686,0.6121923442182331,1.0832453109224967,0,1,0,0,1,1,0
0.6293775840899936,21.102415555007276,-0.6376848829859056,1.9401520536097494,0,1,0,0,1,1,0
3.7114707047789324,18.01401751302712,1.6317518855985567,3.7305349212375334,0,0,0,0,0,0,0
1.333742042141191,39.97721908236623,3.3524862073603483,0.3641830800168971,0,1,0,1,0,0,0
2.644221000116082,27.420456083511784,1.7519768167444245,0.8458612651353447,1,1,0,0,0,0,1
3.5359749407002554,22.782859262728763,2.006024630265051,-0.5148996629822437,0,1,0,1,1,1,0
1.1697908250816178,23.186280888402507,1.5083206504771527,0.1333903390629725,0,1,1,0,0,0,0
5.64182257451813,22.518201215387034,0.7687042862051144,1.4577348960164502,0,1,1,1,0,1,0
0.25578561570433056,21.04199312572465,1.6589517575179515,2.5207153670981297,0,0,0,0,0,0,0
6.115810960853427,36.27040514125094,0.5250688993175738,1.9983901339563248,0,1,0,0,1,0,0
3.0298458575807956,12.846582631173014,-1.737704889214545,0.7895207086674352,0,0,1,0,1,1,1
1.3962439480669526,-0.4408633184263471,-0.9843278563777362,2.0959636714637577,1,1,1,0,1,1,1
2.9239855680012687,23.85093500435696,-1.604298081259991,3.970898556658025,1,0,0,0,1,0,1
1.9295879754874168,8.113680358684586,2.4627236869102056,0.3742656568791414,0,0,1,1,1,1,0
4.270528706699593,24.220492200869774,1.8154805928700175,-0.8002585288897108,1,1,1,1,0,0,0
2.619886325309516,26.247828075882726,1.1036732891474519,-0.7245245175768673,0,0,0,0,1,0,1
1.5458564568834086,19.589876284167822,0.8524492887369802,-1.3375182533774992,0,1,1,0,1,0,0
-0.5589468167127629,27.777514204084913,-1.0125663456374803,-0.48646297797406657,1,1,1,1,1,0,1
4.038484317188594,24.01816280125476,-1.7500312549631811,-0.7269145487989488,1,1,0,0,1,0,0
5.509118680230178,32.146224670816686,-1.2309688440245226,1.227172759447141,0,1,0,0,0,1,0
4.198177420063686,20.85508708435128,0.9115509513661091,3.0275172118093154,0,0,0,1,1,1,0
0.3085871512248939,22.451057787859362,-0.8531911201687519,-1.974008121071908,0,1,1,1,1,0,0
3.8936760304582347,34.18799212561114,-0.5528442694654627,1.0144152388070087,0,0,0,0,1,0,0
2.5302961162219195,32.33583911197534,0.9714779649563656,0.02809697361746948,1,0,0,0,1,0,0
3.677331267839981,20.60896782921107,-0.15508808773585175,-0.04566817908640898,0,1,1,1,1,0,0
0.7278840933629942,27.810798580996657,1.2246853691224584,-1.549643773032376,0,1,1,1,1,0,0
0.7962043878933391,29.445843722387067,0.2816899062791546,-1.4941664659016975,0,0,0,1,1,1,0
3.7941171835246785,37.060370176237875,-0.3450212628906253,0.33110622076823243,0,0,1,1,0,1,1
2.6992462506613304,24.156608192775906,-0.45411952914179793,-2.2084142532282387,1,0,0,0,0,0,0
3.039517581447195,16.85644534082626,0.8083460408384153,-0.983656823014901,1,1,0,0,0,0,0
1.3128881821941398,15.990760843891955,-1.0611366600626846,2.2974465622116673,1,1,1,0,1,0,0
2.6075025790499047,20.75910581193672,0.003712470598940031,-4.743496533341816,1,0,0,1,1,1,0
3.4638076463543888,30.960039438349874,-1.6444374205483145,-0.28229179204648225,0,1,0,0,0,0,0
2.327184907488344,1.744251565752918,0.9624256290221942,0.584621595572543,1,1,0,1,1,0,1
5.4431938010180705,30.765563339659725,-1.800225829071076,-0.7143269867677415,0,1,0,1,0,0,0
3.0514019174142994,47.616004284500725,-0.6230012640891257,2.004266485744827,0,0,0,0,0,0,0
-0.7269533320399089,52.28595163534569,-1.227133996768882,-0.43069919974600135,0,0,1,0,1,1,0
3.7262390452558805,27.047779098325456,1.3211689685138603,-1.124973820303667,0,0,0,1,1,0,0
4.687260880951211,18.13218678907955,1.7443814418018173,-0.8677496759704448,0,1,0,0,0,0,0
5.270175639129132,26.963896288011668,0.8099929448171053,-2.858681577973666,0,0,1,0,0,0,0
3.6643753816798803,20.627517494458758,-1.1769713727955873,-0.33282735351344006,0,1,1,0,1,0,0
1.4104064720185372,19.315205975442744,1.497009314183967,-1.807703209509628,0,1,0,0,1,0,0
1.308791798404632,31.01959893451694,1.0262498232332342,0.3830869326078943,1,1,1,0,1,0,1
-0.8408385284944546,27.36972358576142,1.1838460257562784,0.8501556439427989,0,0,0,0,1,1,1
3.1052340909603284,21.63845603402811,1.0213622933388415,-0.36041625006370803,0,1,0,1,1,0,0
0.7271579300152657,27.3115662348893,-1.2038458435690997,1.0680776378300267,0,1,0,1,1,0,0
0.47102545183944367,32.503537334677596,1.9245113932019984,-2.865490937037413,1,1,0,0,1,0,1
2.528264231318542,22.753800205192853,-1.31190671028149,0.9807747973662468,0,1,1,0,0,0,0
2.812093553894847,29.433235603470717,1.8865717942240878,0.879799387222069,1,1,0,1,1,1,0
3.213946612668032,30.430047776704313,-1.2524947087082197,-0.32717980728952756,0,1,1,0,1,0,0
1.1633594762805977,16.02900906268749,0.14273435538919269,1.7268528266954641,0,0,0,0,0,1,0
-0.48116895812691807,38.87838996218771,0.39063585854435456,-2.226550365409261,1,1,1,0,0,0,0
4.0412047452531485,23.841394603899666,2.650557095434851,-0.8412918048376725,0,1,1,1,0,0,1
1.5480029401630064,31.474860500443103,-3.7674496249471443,1.0597712183516017,0,1,0,0,0,1,0
1.0053799702106216,52.43692673689803,-0.5885697646404093,-0.3626316652270823,0,1,0,1,0,0,0
-0.9089812847309606,29.260128431625496,2.7514194159858416,-0.6311704048414185,1,0,0,0,1,1,1
3.1992697623354087,18.15313345641746,-2.1461245959958273,-1.147971293906093,0,0,0,0,1,1,0
1.8744381085934667,31.96927976711348,-0.8795241295590268,0.8574207913127885,0,1,0,0,0,0,0
3.6213709935515364,22.17557551136452,-1.158406572836653,0.06648972323510725,0,1,0,0,1,0,0
4.523264940269708,21.37129994428388,-0.7003792948700565,1.3738540333704048,0,1,0,1,1,0,0
2.6522485577637225,37.1519968715993,0.08901513497075271,-0.40116106486873254,1,1,1,1,0,1,0
2.393924710878249,35.8711771761464,-1.8489718689496872,0.4174728348276642,0,1,1,0,1,0,1
2.54629108846992,7.753608407568185,3.2864037469572267,2.7077728280408198,0,1,0,1,1,0,0
1.5974691279314241,29.29473697792748,-1.3390215476758858,1.231022609140464,1,1,0,1,1,0,1
0.880852403651146,17.93476677946083,0.4414301382342092,1.2463988248278708,0,1,0,0,1,1,0
